company_id,company,year,motivators,topic
14,Feralpi,2023,Ensure business continuity by enhancing the company’s ability to manage crises,2
14,Feralpi,2023,Innovate for the future of production by investing in state-of-the-art production processes,0
14,Feralpi,2023,Foster the ecological transition by internalising the challenges of decarbonisation,5
14,Feralpi,2024,Pressure from ongoing military conflicts and global political shifts to achieve a real transformation.,-1
14,Feralpi,2024,"Commitment to DEI (Diversity, Equity and Inclusion) activities to promote the inclusion of female staff in a traditionally male-dominated sector.",15
14,Feralpi,2024,"Need for a more cohesive, responsive, and operational Europe to counter global giants like the USA and China.",-1
14,Feralpi,2024,"Commitment to collaboration with stakeholders, from employees to participants in value chains, for genuine transformation.",9
14,Feralpi,2024,Pressure to establish conditions for a united Europe to act effectively.,-1
14,Feralpi,2024,Commitment to clear goals and steadfast pursuit of them.,4
14,Feralpi,2024,Commitment to efficient technologies and processes with reduced environmental impact.,-1
14,Feralpi,2024,Commitment to providing a broad and high-quality range of offerings to face challenges ahead.,-1
14,Feralpi,2024,Commitment to embodying a social role that values people and respects their individuality.,4
14,Feralpi,2024,Opportunity to accelerate and strengthen DEI activities.,15
14,Feralpi,2024,Commitment to maintaining engagement with stakeholders for genuine transformation.,9
14,Feralpi,2024,Commitment to establishing the conditions to act as a united player capable of countering global giants.,-1
4,Salzgitter,2017,Cost-effectiveness,7
4,Salzgitter,2017,Preservation of jobs,7
4,Salzgitter,2017,Climate protection,8
4,Salzgitter,2017,Observance of human rights,2
4,Salzgitter,2017,Global framework for climate protection,8
4,Salzgitter,2017,Pressure from emissions trading,-1
4,Salzgitter,2017,Amendments to emissions trading,-1
4,Salzgitter,2017,EU regulations on steel imports,1
4,Salzgitter,2018,Economic viability,7
4,Salzgitter,2018,Preservation of jobs,7
4,Salzgitter,2018,Global framework for climate protection,8
4,Salzgitter,2018,Global framework for human rights,8
4,Salzgitter,2019,Unilateral burdens from energy and climate policies,8
4,Salzgitter,2019,Investments in the billion range for achieving CO 2 reduction targets,0
4,Salzgitter,2019,Cheaper but more CO 2 -intensive steel imports,1
4,Salzgitter,2019,Deindustrialization with all its ensuing fallout,5
4,Salzgitter,2019,Ensuring economic viability and preservation of jobs,7
4,Salzgitter,2019,Global framework for climate protection,8
4,Salzgitter,2019,Politicians' responsibility to create future-proof framework conditions,-1
4,Salzgitter,2019,Politicians' onus to shape the future,-1
4,Salzgitter,2019,Transition away from coal to other sources of energy in steel production,1
4,Salzgitter,2020,Economic viability,7
4,Salzgitter,2020,Preservation of jobs,7
4,Salzgitter,2020,European Green New Deal,-1
4,Salzgitter,2020,Emissions trading,-1
4,Salzgitter,2020,Climate protection,8
4,Salzgitter,2022,Strong interest of customers in low carbon steel,1
4,Salzgitter,2022,Possible surplus demand for green steel,1
4,Salzgitter,2022,Customers willing to pay a premium for green steel products,1
4,Salzgitter,2022,Ongoing monitoring and analysis of relevant developments,0
4,Salzgitter,2022,Group and management structure aligned for efficient and effective leveraging of potential,-1
4,Salzgitter,2022,Partnering agreements with customers for low carbon steel supply,1
4,Salzgitter,2022,Customers' need to reduce carbon footprint in upstream value chain (Scope 3 emissions),-1
4,Salzgitter,2022,Customers' desire to achieve their own sustainability goals,6
4,Salzgitter,2022,Premium purchase price for green steel products compared to lower production costs for high-carbon steel products,1
4,Salzgitter,2023,Potential for generating higher margins in the newly emerging market for green steel.,1
4,Salzgitter,2023,Opportunity to lower carbon emissions (Scope 3) for customers.,-1
4,Salzgitter,2023,Steady expansion of trade with low-carbon steel.,1
4,Salzgitter,2023,Continuous improvement in the recyclability of machines and products.,14
4,Salzgitter,2023,"Savings potential of around 600,000 t of carbon per year from employee-submitted ideas.",-1
4,Salzgitter,2023,Meeting short-term Science Based Target through groupwide decarbonization path.,5
4,Salzgitter,2023,"Incentive to submit ideas for reducing carbon emissions through the ""Decarb Award"".",-1
4,Salzgitter,2023,"Opportunity to participate in the company's growth through the ""Decarb Award"".",4
4,Salzgitter,2023,"Annual changing priorities from the three areas of ecological, social and entrepreneurial sustainability through the ""Change Award"" series.",4
4,Salzgitter,2023,"Information on current issues in the Group through Intranet, printed matter, video blogs, and podcasts.",-1
4,Salzgitter,2023,"Regular information on the Group's current situation and future development through the ""InSZights"" series.",-1
4,Salzgitter,2023,Collaboration agreements and memoranda of understanding with research partners and suppliers.,9
4,Salzgitter,2023,Exchange of know-how on new technologies and production techniques.,0
4,Salzgitter,2023,Joint information events and regional projects on reducing carbon in the supply chain.,0
4,Salzgitter,2023,Innovative solutions in the area of resource efficiency.,7
4,Salzgitter,2023,Reducing carbon in the supply chain.,0
4,Salzgitter,2023,Potential for reducing carbon emissions through the development of SALCOS.,1
4,Salzgitter,2024,Increasing demands of society,6
4,Salzgitter,2024,Impact of emissions trading on individual cash-generating units,-1
4,Salzgitter,2024,Expected price development of emission certificates,-1
4,Salzgitter,2024,Changes in the political framework,-1
4,Salzgitter,2024,Industry-specific market expectations,9
4,Salzgitter,2024,Steady rise in the proportion of renewable electricity in electricity purchased,13
4,Salzgitter,2024,Permanent reduction in Scope 2 CO 2 e emissions,0
4,Salzgitter,2024,Significant cut in Scope 1 emissions from the production of carbon-reduced steel from the SALCOS® route,1
4,Salzgitter,2024,Constant expansion of the use of renewable energies,13
4,Salzgitter,2024,Original and current budgeting for decarbonization,5
4,Salzgitter,2024,"SALCOS®: sustainable, low carbon steel production",1
4,Salzgitter,2024,Company development and corporate strategy,4
4,Salzgitter,2024,Climate scenarios in the resilience analysis,8
4,Salzgitter,2024,Saving process-related CO 2 e emissions,-1
4,Salzgitter,2024,Boosting the share of electricity from renewable sources,13
4,Salzgitter,2024,Optimizing production processes and raising energy efficiency,0
4,Salzgitter,2024,Transition plan for decarbonization,5
4,Salzgitter,2024,50% reduction in Scope 1 and 2 CO 2 e emissions from the Group companies,0
4,Salzgitter,2024,100% renewable electricity from external sources,13
4,Salzgitter,2024,Compliance with national laws and official requirements in relation to the release of pollutants,2
4,Salzgitter,2024,Expansion of scrap recycling and use of scrap from secondary raw materials,14
4,Salzgitter,2024,50% reduction in accidents,2
4,Salzgitter,2024,Promotion of employee health and safety,-1
4,Salzgitter,2024,Provision of qualification and growth opportunities to preserve employees’ employability,15
4,Salzgitter,2024,Early identification of the need for skilled workers and managers,15
4,Salzgitter,2024,Protecting the health and safety of all suppliers and partner companies involved with our companies,2
16,Baosteel,2014,Pressure from new Law on Work Safety,2
16,Baosteel,2014,Pressure from new Law of Environmental Protection,2
16,Baosteel,2014,Opportunity for institutional and systemic innovation,0
16,Baosteel,2014,Opportunity for technology innovation,0
16,Baosteel,2014,Commitment to constructing ecological civilization,-1
16,Baosteel,2018,Pressure from more stringent environmental protection measures,2
16,Baosteel,2018,Opportunity from industrial service transformation,-1
16,Baosteel,2018,Pressure from supply-side structural reform,2
16,Baosteel,2018,Opportunity from material demand upgrading,1
16,Baosteel,2021,"Building a low-cost, differentiated and highly efficient manufacturing capacity through comprehensive benchmarking.",0
16,Baosteel,2021,Improving process interface efficiency and the cost of iron and steel.,1
16,Baosteel,2021,"Maintaining continuous, stable and low-cost production of the whole process of iron and steel.",1
16,Baosteel,2021,Investigating the optimized production organization mode of coordination among four bases.,0
16,Baosteel,2021,Constantly optimizing the division of the production line of different varieties.,0
16,Baosteel,2021,Improving the ability to implement low-carbon process throughout the whole process.,-1
16,Baosteel,2021,"Making major progress in key and core technologies in high-efficiency converter smelting, direct rolling of plate blanks, fully continuous endless rolling of hot rolling, etc.",1
16,Baosteel,2021,Implementing carbon peaking and carbon neutrality.,3
16,Baosteel,2021,Enhancing policy analysis.,-1
16,Baosteel,2021,Strengthening the study of macro environment and industrial trends.,-1
16,Baosteel,2021,Enhancing the capacity to effectively deal with risks.,2
16,Baosteel,2021,Effectively preventing major risks.,2
16,Baosteel,2021,Exploring and mastering core technologies of green and low-carbon metallurgy.,1
16,Baosteel,2021,Conducting life cycle assessment (LCA) to carry out green design of iron and steel products.,1
16,Baosteel,2021,Improving product performance.,6
16,Baosteel,2021,Realizing green use of product.,6
16,Baosteel,2021,Strengthening the cooperation between upstream and downstream partners.,9
16,Baosteel,2021,Building a high-quality steel ecosystem.,1
16,Baosteel,2021,Scaling up on ESG issues in supplier entry and assessment.,0
16,Baosteel,2021,Fully evaluating sustainability performance.,6
16,Baosteel,2021,Granting green products and green manufacturing products priority.,6
16,Baosteel,2021,Establishing a “low-carbon first” guideline.,12
16,Baosteel,2021,Continuously building a green supply chain.,0
16,Baosteel,2021,Cultivating innovation capacity.,0
16,Baosteel,2021,"Actively developing and deploying advanced technologies of manufacturing, energy-conservation and environmental protection.",0
16,Baosteel,2021,Improving efficiency through smart manufacturing.,0
16,Baosteel,2021,Reducing carbon emissions through green and low-carbon chain.,12
16,Baosteel,2021,Implementing environmentally friendly practices.,-1
16,Baosteel,2021,Developing high-end products that reached the world's advanced level.,6
16,Baosteel,2021,Implementing carbon control.,-1
16,Baosteel,2021,Implementing ultra-low emission.,-1
16,Baosteel,2021,Implementing M&A in the iron and steel industry.,1
16,Baosteel,2022,Pressure from urban transformation and innovation,-1
16,Baosteel,2022,Opportunity to promote regional ecology co-construction,-1
16,Baosteel,2022,Commitment to constantly raise the level of green manufacturing,-1
16,Baosteel,2022,Incentive to improve regional environmental quality,0
16,Baosteel,2022,Driver for the development of urban industries,-1
16,Baosteel,2022,Commitment to achieve positive interaction between enterprises and society,4
16,Baosteel,2022,Opportunity to assist in the development of urban industries through technology and resource sharing,-1
16,Baosteel,2022,Pressure from the current situation of urban resources and environment,-1
16,Baosteel,2022,Commitment to adhere to the direction of high-quality development,4
16,Baosteel,2022,Incentive to become a world-class steel enterprise,1
16,Baosteel,2022,Commitment to carry out green transformation,-1
16,Baosteel,2022,Opportunity to write a new chapter in the new era of steel serving the country and becoming a strong steel country,1
16,Baosteel,2022,Pressure from the development requirements,-1
16,Baosteel,2022,"Commitment to deepen the management mode of ""one company with multiple bases""",4
16,Baosteel,2024,International geopolitical conflicts and trade tensions,1
16,Baosteel,2024,Imbalance between supply and demand in the steel industry,1
16,Baosteel,2024,Risks in the construction and operation of domestic and overseas investment projects,2
16,Baosteel,2024,Green and low-carbon transformation,12
16,Baosteel,2024,Safety and environmental compliance,2
16,Baosteel,2024,Weakening product differentiation,6
16,Baosteel,2024,Capacity governance,2
16,Baosteel,2024,Green and low-carbon development,12
16,Baosteel,2024,Driving steel consumption,1
16,Baosteel,2024,Regulating capacity replacement,2
16,Baosteel,2024,Stimulating steel consumption,1
16,Baosteel,2024,Net-zero targets,11
16,Baosteel,2024,Fossil fuel transition,-1
6,TataSteelNederland,2022,"Pressure from stakeholders such as shareholders, customers, local residents, and governments to report on non-financial performance.",2
6,TataSteelNederland,2022,Commitment to create value in the long term.,4
6,TataSteelNederland,2022,Opportunity to contribute to a more sustainable world through product development.,6
6,TataSteelNederland,2022,Pressure from increasing sustainability requirements in steel applications.,1
6,TataSteelNederland,2022,"Opportunity to contribute to sustainable construction, sustainable transport, renewable power generation, and sustainable products.",-1
6,TataSteelNederland,2022,Commitment to making production greener and achieving green steel in a clean environment.,1
6,TataSteelNederland,2022,Pressure to reduce CO2 emissions from steel production.,1
6,TataSteelNederland,2023,Award of substantial Dutch and European subsidy in support of decarbonisation research,5
6,TataSteelNederland,2023,Importance placed on decarbonisation work by society,5
6,TataSteelNederland,2023,Legal requirements to reach net zero by 2050 in European countries,11
6,TataSteelNederland,2023,Clear direction from politicians on decarbonisation,5
6,TataSteelNederland,2023,Increased focus from society on decarbonisation,5
6,TataSteelNederland,2023,Obligation to contribute to net zero goals in the future,11
6,TataSteelNederland,2023,Ambition to be carbon neutral by 2045,3
6,TataSteelNederland,2024,EU's Green Deal and Fit for 55 package,-1
6,TataSteelNederland,2024,Carbon Border Adjustment Mechanism (CBAM),-1
6,TataSteelNederland,2024,European Union's net-zero target by 2050,11
6,TataSteelNederland,2024,Corporate Sustainability Reporting Directive (CSRD),2
6,TataSteelNederland,2024,European Sustainability Reporting Standards (ESRS),2
6,TataSteelNederland,2024,Emission Trading System (ETS),-1
6,TataSteelNederland,2024,EU-PRTR (European Pollutant Release and Transfer Register),-1
6,TataSteelNederland,2024,EUROFER's commitment to net-zero by 2050,11
6,TataSteelNederland,2024,Tata Steel Nederland's net-zero target by 2050,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions by 50% by 2030,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce energy consumption by 20% by 2030,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce CO2 emissions by 50% by 2030,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce CO2 emissions by 80% by 2040,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to achieve net-zero by 2040,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce fossil fuel usage,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to transition to low-carbon production,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to invest in low-carbon technologies,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce dependence on fossil fuels,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce reliance on fossil fuels,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to achieve carbon neutrality,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce carbon footprint,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce environmental impact,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from operations,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from supply chain,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from production,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from transportation,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from energy consumption,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from industrial processes,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from waste management,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from land use changes,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from product use and end-of-life,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from supply chain operations,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from supply chain transportation,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from supply chain energy consumption,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from supply chain industrial processes,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from supply chain waste management,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from supply chain land use changes,10
6,TataSteelNederland,2024,Tata Steel Nederland's commitment to reduce GHG emissions from supply chain product use and end-of-life,10
6,TataSteelNederland,2024,Tata Steel Nederland's,10
2,Acerinox,2021,Climate change and energy,8
2,Acerinox,2021,Circular economy,14
2,Acerinox,2021,Water consumption management,14
2,Acerinox,2022,Pressure from emissions-limiting regulations,2
2,Acerinox,2022,Commitment to reduce Scope 1 emissions,0
2,Acerinox,2022,Opportunity to improve energy efficiency,7
2,Acerinox,2022,Incentive to increase renewable energy usage,13
2,Acerinox,2022,Pressure to reduce air emissions of pollutants,0
2,Acerinox,2022,Commitment to manage Scope 1 emissions,0
2,Acerinox,2022,Opportunity to reduce GHG emissions intensity,0
2,Acerinox,2022,Incentive to transition away from fossil fuels,-1
2,Acerinox,2022,Commitment to achieve net-zero targets,11
2,Acerinox,2022,Opportunity to improve energy management,7
2,Acerinox,2022,Incentive to reduce waste generated,0
2,Acerinox,2022,Pressure to divert waste from disposal,0
2,Acerinox,2022,Commitment to manage significant waste-related impacts,0
2,Acerinox,2022,Opportunity to reduce nitrogen oxides (NOx) and sulphur oxides (SOx) emissions,0
2,Acerinox,2022,Incentive to reduce ozone-depleting substances (ODS) emissions,0
2,Acerinox,2022,Pressure to reduce GHG emissions,0
2,Acerinox,2022,Commitment to reduce GHG emissions intensity,0
2,Acerinox,2022,Opportunity to improve waste management practices,0
2,Acerinox,2022,Incentive to reduce waste directed to disposal,0
2,Acerinox,2022,Pressure to reduce GHG emissions in the supply chain,0
2,Acerinox,2022,Commitment to screen new suppliers using environmental criteria,0
2,Acerinox,2022,Opportunity to reduce negative environmental impacts in the supply chain,0
2,Acerinox,2022,Incentive to achieve long-term and short-term strategy or plan to manage Scope 1 emissions,0
2,Acerinox,2023,Transition - market,-1
2,Acerinox,2023,Decrease in demand,1
2,Acerinox,2023,Setting of 2030 sustainability targets,4
2,Acerinox,2023,Changes in customer preferences,6
2,Acerinox,2023,Sustainability Master Plan - Positive Impact 360º,4
2,Acerinox,2023,Developing premium products that meet more stringent sustainability criteria,6
2,Acerinox,2023,STEPS and SDS,-1
2,Acerinox,2024,Setting objectives to reduce water consumption,14
2,Acerinox,2024,Implementing water consumption efficiency measures,14
2,Acerinox,2024,Investing in water treatment and recovery plants,14
2,Acerinox,2024,Transition - political or legal,-1
2,Acerinox,2024,Setting targets to improve carbon intensity within the framework of the Decarbonization Plan,-1
2,Acerinox,2024,Positive impacts on GHG Reduction are due to the implementation of measures to mitigate climate change,0
2,Acerinox,2024,Loss of market share due to non-compliance with CO 2 rates,-1
2,Acerinox,2024,Increase in costs due to non-compliance with CO 2 e rates,-1
2,Acerinox,2024,Increase in costs (CAPEX and OPEX) to meet emissions reduction targets,-1
2,Acerinox,2024,Integration of sustainability-related performance in incentive schemes,0
2,Acerinox,2024,Transition plan for climate change mitigation,-1
2,Acerinox,2024,"Material impacts, risks and opportunities and their interaction with strategy and business model",-1
2,Acerinox,2024,"Description of the processes to identify and assess material climate-related impacts, risks and opportunities",8
2,Acerinox,2024,Policies related to climate change mitigation and adaptation,8
2,Acerinox,2024,Actions and resources in relation to climate change policies,8
2,Acerinox,2024,Targets related to climate change mitigation and adaptation,8
2,Acerinox,2024,Energy consumption and mix,7
2,Acerinox,2024,"Gross Scopes 1, 2, 3 and Total GHG emissions",0
2,Acerinox,2024,GHG removals and GHG mitigation projects financed through carbon credits,0
2,Acerinox,2024,Internal carbon pricing,-1
2,Acerinox,2024,Anticipated financial effects from material physical and transition risks and potential climate-related opportunities,8
2,Acerinox,2024,Risk associated with the introduction of mechanisms or levies that tax carbon emissions,-1
2,Acerinox,2024,Adopting energy efficiency and emissions reduction measures,7
2,Acerinox,2024,"Indirect impact on supply chains, implying potential additional operating costs in inputs and energy prices",0
2,Acerinox,2024,Increasing the consumption of renewable electricity,13
2,Acerinox,2024,Looking into replacing natural gas with low-carbon fuels (hydrogen and biomethane),-1
2,Acerinox,2024,"Analyzing carbon capture, utilization and storage projects",-1
2,Acerinox,2024,Decrease in demand,1
2,Acerinox,2024,Setting of 2030 sustainability targets,4
2,Acerinox,2024,Changes in customer preferences,6
2,Acerinox,2024,Sustainability Master Plan - Positive Impact 360º,4
2,Acerinox,2024,Decarbonization plan and setting of carbon intensity targets,5
2,Acerinox,2024,Developing premium products that meet more stringent sustainability criteria (ECO ACX),6
2,Acerinox,2024,Stimulus measures,7
2,Acerinox,2024,Products and services,6
2,Acerinox,2024,Increased steel demand due to the development of new technologies and products for the energy transition,1
2,Acerinox,2024,Increasing demand for more sustainable products,6
2,Acerinox,2024,Sustainability Master Plan. Positive Impact 360º,4
2,Acerinox,2024,Resource efficiency,7
2,Acerinox,2024,Reduction of environmental impact,-1
2,Acerinox,2024,Improving energy efficiency,7
2,Acerinox,2024,Reduction of operating costs,7
2,Acerinox,2024,Reduced exposure to the future price of fossil fuels,-1
2,Acerinox,2024,Energy sources,7
2,Acerinox,2024,Use of renewable or low-carbon energy,13
2,Acerinox,2024,Improving business sustainability,6
3,Outokumpu,2013,Climate change (SR p. 22),8
3,Outokumpu,2013,Corporate Governance statement (AR p. 117– 118),-1
3,Outokumpu,2013,Customers (SR p. 49),9
3,Outokumpu,2013,Product properties (SR p. 6),6
3,Outokumpu,2013,Safe use of stainless (SR p. 9),1
3,Outokumpu,2013,Environmental goals and results (SR p. 15),-1
3,Outokumpu,2013,Focus on company turnaround (SR p. 36),-1
3,Outokumpu,2013,Diversity and equal rights (SR p. 38),9
3,Outokumpu,2013,Our impact on the environment (SR p. 10– 13),-1
3,Outokumpu,2013,Climate change risks (SR p. 23–24),8
3,Outokumpu,2013,Sustainable supply chain (SR p. 32),0
3,Outokumpu,2013,Biodiversity (SR p. 30),9
3,Outokumpu,2013,Our people (SR p. 34),9
3,Outokumpu,2013,Goals and results (SR p. 38),9
3,Outokumpu,2013,"Operational risks (AR, p. 124)",2
3,Outokumpu,2013,Training and development (SR p. 40),15
3,Outokumpu,2013,Local communities (SR p. 51-53),9
3,Outokumpu,2013,Material balance (SR p. 18),-1
3,Outokumpu,2013,"Emissions, effluents and waste (SR p. 28)",-1
3,Outokumpu,2013,Energy efficiency (SR p. 19),7
3,Outokumpu,2013,Review by the Board of Directors 2013 (AR p. 16),-1
3,Outokumpu,2013,CEO's review (AR p. 1),-1
3,Outokumpu,2013,Risks and uncertainties (AR p. 121–124),2
3,Outokumpu,2013,"Corporate Governance statement (AR, p. 117–118)",-1
3,Outokumpu,2014,Climate change risks (SR p. 26–28),8
3,Outokumpu,2014,Voluntary charters and other initiatives,9
3,Outokumpu,2014,Associations and federations (SR p. 56),9
3,Outokumpu,2014,Product perspective (SR p. 8),6
3,Outokumpu,2014,Material balance (SR p. 21),-1
3,Outokumpu,2014,Energy efficiency (SR p. 22),7
3,Outokumpu,2014,Memberships in associations (SR p. 56–57),9
3,Outokumpu,2014,Risks and stakeholders (SR p. 50),9
3,Outokumpu,2014,Identification and selection of stakeholders (SR p. 50),9
3,Outokumpu,2014,Approaches to stakeholder engagement (SR p. 50–59),9
3,Outokumpu,2014,Sustainable supply chain (SR p. 36),0
3,Outokumpu,2014,Communication and cooperation (SR p. 46),9
3,Outokumpu,2014,Investors and analysts (SR p. 53),9
3,Outokumpu,2014,Local communities (SR p. 54),9
3,Outokumpu,2014,Climate change (SR p. 25),8
3,Outokumpu,2014,Environmental goals and results (SR p. 14–15),-1
3,Outokumpu,2014,Corporate governance statement (AR p. 102– 104),-1
3,Outokumpu,2014,"Public sector, sponsoring and NGOs (SR p. 58), Shares and shareholders (AR p. 27)",-1
3,Outokumpu,2014,"CEO's foreword (SR p. 1), Compliance (SR p. 45)",2
3,Outokumpu,2014,Focus on material issues (SR p. 62),-1
3,Outokumpu,2014,Local communities (SR p. 54–55),9
3,Outokumpu,2014,Corporate governance statement (AR p. 103),-1
3,Outokumpu,2023,Decarbonizing across the value chain,5
3,Outokumpu,2023,Minimizing impacts on the environment,-1
3,Outokumpu,2023,Accelerating the circular economy,14
3,Outokumpu,2023,Fostering a sustainable supply chain,0
3,Outokumpu,2023,Team work towards our targets,11
3,Outokumpu,2023,Always working safely,2
3,Outokumpu,2024,Competitive advantage in low-carbon stainless steel,1
3,Outokumpu,2024,Nature of its key activity (energy-intensive),7
7,Celsa,2020,Pressure from the European Union's deadline for net-zero targets,11
7,Celsa,2020,Commitment to being a benchmark for the sector,4
7,Celsa,2020,Opportunity to be Net Positive Carbon by 2040,3
7,Celsa,2020,Commitment to successfully complete ambitious decarbonisation milestones,5
7,Celsa,2020,Pressure to reduce CO2 emissions by 55% in 2025,0
7,Celsa,2020,Commitment to increasing energy efficiency by 30%,7
7,Celsa,2020,Commitment to achieving zero residue,11
7,Celsa,2020,Commitment to being a company more committed to society and the planet,4
7,Celsa,2020,Commitment to building a company for future generations,4
7,Celsa,2023,Compliance with current regulations and national/international frameworks,2
7,Celsa,2023,Firm commitment to ethics and transparency of operations,2
7,Celsa,2023,Integrity,4
7,Celsa,2023,Transparent disclosure of information,2
7,Celsa,2023,Development of applicable laws and regulations,2
7,Celsa,2023,Responsibility to comply with existing regulations and global frameworks,2
7,Celsa,2023,Corporate identity,-1
7,Celsa,2023,Vision of sustainability,-1
7,Celsa,2023,Business practices,-1
7,Celsa,2023,Governance aspects,2
7,Celsa,2023,Social aspects,2
7,Celsa,2023,Environmental aspects,2
7,Celsa,2023,Societal aspects,2
1,ArcelorMittal,2013,Commitment to having all steel operations certified to internationally recognised environmental management systems,1
1,ArcelorMittal,2013,Pressure to consider environmental impacts over the entire lifetime of the steel produced,1
1,ArcelorMittal,2013,Opportunity to maximise environmental benefits through focused investment,0
1,ArcelorMittal,2014,"A world that is still recovering from the after-effects of a major economic crisis, where demand for steel reduced significantly in the developed nations and has still in some countries not reached pre-crisis levels;",1
1,ArcelorMittal,2014,"A world where China has emerged as the largest producer and consumer and, increasingly, a major exporter;",1
1,ArcelorMittal,2014,A more competitive world with an increasing focus on sustainability where our customers’ demands for more sophisticated grades of steel are increasing;,1
1,ArcelorMittal,2014,Regulations relating to carbon emissions;,2
1,ArcelorMittal,2014,Geo-political realities driving energy policy and supplies;,-1
1,ArcelorMittal,2014,Lower carbon future;,12
1,ArcelorMittal,2014,"Energy usage, thereby reducing both CO2 emissions and costs;",7
1,ArcelorMittal,2014,Managing and monitoring the non-financial aspects of our business at the local level;,2
1,ArcelorMittal,2014,Tracking stakeholder expectations and long-term global sustainability trends;,-1
1,ArcelorMittal,2014,Responding effectively and transparently to global sustainability trends;,4
1,ArcelorMittal,2014,Energy usage,7
1,ArcelorMittal,2016,Stakeholder expectations on climate change,-1
1,ArcelorMittal,2016,Building resilience in our communities to tackle climate change,-1
1,ArcelorMittal,2016,Bringing in more economic drivers to reduce GHG emissions,0
1,ArcelorMittal,2016,Building capacity for conservation efforts to reduce GHG emissions,0
1,ArcelorMittal,2016,STEM education to develop skills for a low-carbon future,12
1,ArcelorMittal,2016,Working with partners to achieve decarbonisation goals,5
1,ArcelorMittal,2016,Need to be a strong corporate citizen in addressing climate change,-1
1,ArcelorMittal,2016,Return value to stakeholders through decarbonisation efforts,5
1,ArcelorMittal,2016,Long-term partnerships to address climate change,5
1,ArcelorMittal,2016,Leverage partnerships to return value to stakeholders in a low-carbon future,5
1,ArcelorMittal,2018,The Paris Agreement,5
1,ArcelorMittal,2018,Policy support,-1
1,ArcelorMittal,2018,Renewable energy technology development,13
1,ArcelorMittal,2018,Public investment and production subsidies,5
1,ArcelorMittal,2018,Priority access to affordable renewable energy,13
1,ArcelorMittal,2018,Funding to support technological development,0
1,ArcelorMittal,2018,Green border adjustment in Europe,-1
1,ArcelorMittal,2018,EU Emissions Trading Scheme,-1
1,ArcelorMittal,2018,Reputational risks,2
1,ArcelorMittal,2018,Regulatory risks,2
1,ArcelorMittal,2018,The need to reduce carbon footprint in line with the Paris Agreement,5
1,ArcelorMittal,2018,The need to reform the way primary steel is made to reduce emissions,1
1,ArcelorMittal,2018,The challenge of reducing the carbon footprint of steelmaking,1
1,ArcelorMittal,2018,The need to achieve drastic reductions of carbon emissions,0
1,ArcelorMittal,2018,The need to transition to low-carbon steelmaking,1
1,ArcelorMittal,2018,The need to develop research and development programs to reduce emissions,12
1,ArcelorMittal,2018,The need to follow the state of knowledge on climate change closely,8
1,ArcelorMittal,2019,Technology makes encouraging progress and is potentially ready for significant deployment within 10-20 years,0
1,ArcelorMittal,2019,Access to sufficient and affordable clean energy in supportive countries/regions,5
1,ArcelorMittal,2019,Regions with more active climate legislation ensure,8
1,ArcelorMittal,2019,"Even in jurisdictions actively providing financial support to develop and roll out low-emissions technologies, the steel industry will need further support",1
1,ArcelorMittal,2019,"Without effective mechanisms to offset the structurally higher operating costs of deploying these technologies, and affordable access to the clean energy they need, the steel industry will be unable to make the necessary shift needed to meet the goals of the Paris Agreement",1
1,ArcelorMittal,2019,The Company is exposed to the risk of frameworks and regulations being adopted that are ill-adapted to its operations,2
